,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8
TCGA-C8-A12Q-01A-11D-A10Y-09,0.05868798584175942,0.0011081141983196308,0.6326250475478132,0.07131847714699745,0.13953164248053834,0.0011083641554754877,0.0011081629445192113,0.09451220568457719
TCGA-AR-A1AL-01A-21D-A12Q-09,0.004635999072555668,0.004643571140449252,0.08935348149390678,0.004638883128813469,0.5661523250425121,0.0046394373898014695,0.004638007356277867,0.32129829537568333
TCGA-BH-A1F6-01A-11D-A13L-09,0.0032973629136413,0.0032977641304730325,0.0032961114444440185,0.0032938525430439894,0.003296108779304755,0.003295810006548046,0.7384940768240238,0.24172891335852115
TCGA-AO-A12H-01A-11D-A10Y-09,0.005691795779030244,0.005691599923996331,0.00569245030757536,0.005689313325562639,0.005695065147898092,0.005688838193060394,0.3474868995870534,0.6183640377358235
TCGA-B6-A0WY-01A-11D-A10G-09,0.005217590890640306,0.005216052933986462,0.0936055498954486,0.17806796206573625,0.005218137084223915,0.005220266088214388,0.45993883659087387,0.24751560445087614
TCGA-AN-A0XP-01A-11D-A117-09,0.004322498308742638,0.10538233549843873,0.2259626858349657,0.004317549078416658,0.42237664678423226,0.22900057465935422,0.004319938984326403,0.00431777085152325
TCGA-E9-A1NC-01A-12W-A16L-09,0.0017903974350659592,0.0017896176159089509,0.0017897161050736221,0.17761699210811793,0.0017890133481480808,0.11211443165711882,0.7013208372036278,0.001788994526938656
TCGA-LL-A740-01A-21D-A32I-09,0.0026105939625760276,0.002609097595241322,0.0026099486186758835,0.002608289121590947,0.7523538170805162,0.0026090533564793817,0.0026089754882216987,0.2319902247766985
TCGA-E2-A15S-01A-11D-A10Y-09,0.0022754624330877573,0.1376687888021923,0.002277704511046227,0.14331343889804646,0.32959568059406014,0.00227754819091968,0.380313499496096,0.002277877074551433
TCGA-AN-A046-01A-21W-A050-09,0.9747273846615634,2.1001363306370794e-05,2.099822957527172e-05,0.006471331125935457,2.1001676858308166e-05,2.1000887317813408e-05,2.0998230327171694e-05,0.018696283825116386
TCGA-EW-A6SB-01A-12D-A32I-09,0.0021214053530929783,0.002122002116579566,0.002123348514140862,0.002122977782711446,0.002122881417437135,0.19614835859151067,0.6036000342836798,0.18963899194084752
TCGA-E9-A1R5-01A-11D-A14K-09,0.00278337059784156,0.0027811844637966603,0.0027850415335286967,0.002783820189107039,0.12120066499906502,0.0027813914018469076,0.3874904091173191,0.47739411769749507
TCGA-Z7-A8R5-01A-42D-A41F-09,0.005438450775597857,0.005441389151610251,0.005446133362206523,0.0054477961522683025,0.0054450346459793695,0.33892207012044745,0.005442460962190875,0.6284166648296994
TCGA-BH-A1ES-01A-11D-A135-09,0.34096541959508864,0.005689284449847062,0.163329223854188,0.467237938806326,0.005693790329292054,0.005696511530840005,0.005692510088592797,0.00569532134582559
TCGA-A8-A07U-01A-11W-A050-09,0.0018984314523032779,0.0018961623426786449,0.4058307302911381,0.14803899138485335,0.001897516513373892,0.0018966651700608318,0.29366169548196414,0.14487980736362788
TCGA-E2-A1B5-01A-21D-A12Q-09,0.16337245150811397,0.003295027752193797,0.5433454861972885,0.0032955701020380744,0.0032966784200661294,0.0032957971902171793,0.003295647100297178,0.27680334172978527
TCGA-C8-A9FZ-01A-11D-A41F-09,0.006587026286010804,0.006587531292462539,0.006594477761060502,0.006590624755196951,0.00659012179921325,0.006591977459838248,0.5765183656792086,0.38393987496700926
TCGA-E2-A15A-06A-11D-A12B-09,0.0037950262931914945,0.39212723392647747,0.04253723881355268,0.0037966136666274094,0.0037940454482269146,0.0037935972631395016,0.0037953245501547686,0.5463609200386298
TCGA-B6-A0RG-01A-11W-A071-09,0.002122368001893618,0.0021215181831008203,0.0021247200937367216,0.0021236682242191897,0.002122669802710735,0.0021225585156230044,0.9851399227863548,0.002122574392361119
TCGA-E2-A1B0-01A-11D-A12Q-09,0.0024555307487302176,0.15755722091699575,0.1311178419432705,0.0024552089866678255,0.11823527877553741,0.0024556819536511376,0.19253612241669799,0.3931871142584492
TCGA-AO-A12A-01A-21D-A10Y-09,0.0073571908745457115,0.00736066392219576,0.007366568130654546,0.007364146285293453,0.30373416000557374,0.007364048985523439,0.0073624166852257165,0.6520908051109876
TCGA-A2-A0D2-01A-21W-A050-09,0.0014908099082316859,0.0014899015659745262,0.0014911291246996747,0.001490398673187337,0.18460005698365492,0.0014908323636879947,0.806456370715806,0.0014905006647578673
TCGA-AN-A04C-01A-21W-A050-09,0.05771120861946765,0.0016271425328218323,0.0016263605870647526,0.001626559418130512,0.2794323055998141,0.1497972778643267,0.23438846641060979,0.27379067896776454
TCGA-A7-A0CG-01A-11W-A019-09,0.002456154218375802,0.002456132019221732,0.23482275156169863,0.002455584743037908,0.002455422602161125,0.002456291717433937,0.28069786310396083,0.4721998000341101
TCGA-GM-A2DI-01A-31D-A18P-09,0.001957055076170019,0.0019543412755676573,0.9863065806150089,0.0019547670356093983,0.0019558969882595726,0.001957100858762367,0.001955615473531961,0.001958642677090174
TCGA-C8-A12K-01A-21D-A10Y-09,0.0009134810029202665,0.0009136144594185599,0.21254675735659656,0.0009142958966336163,0.0009142079382718623,0.000913766359562614,0.781970156016351,0.0009137209702453882
TCGA-GM-A2D9-01A-11D-A18P-09,0.0002500038835568727,0.00024996725370905786,0.968456220265556,0.00024996848215123267,0.0002499693931325463,0.00025002611939188156,0.0002499331035873833,0.030043911498915003
TCGA-A7-A26J-01B-02D-A272-09,0.006589346848106907,0.1444196238107714,0.0065892931705291355,0.006592852874777073,0.3414659217164645,0.006588444603947876,0.25187605019462334,0.2358784667807798
TCGA-LL-A5YP-01A-21D-A28B-09,0.0016697284777243424,0.0016689638100627633,0.0016701603703897184,0.12483921572270032,0.2347614491388218,0.0016697362036726564,0.6320511719930466,0.0016695742835819345
TCGA-A7-A26J-01A-11D-A272-09,0.005218923538870145,0.005216076692170373,0.0052194034246710935,0.22760228287374687,0.1937233260575331,0.005215177800625674,0.2738672972899906,0.2839375123223922
TCGA-HN-A2NL-01A-11D-A18P-09,0.0016482763810821974,0.0016475441489775264,0.0016466799939685863,0.23451723409722477,0.0016474578546817973,0.0016478671029725805,0.6247594032538534,0.13248553716723932
TCGA-AR-A24O-01A-11D-A167-09,0.005970979079212565,0.12512427874112764,0.005961818654075276,0.005965578097110232,0.005965470760424653,0.45152500582252997,0.39352197328968574,0.00596489555583375
TCGA-A7-A26E-01B-06D-A272-09,0.0034775615917368714,0.003477473472791962,0.4153052710304367,0.0034804046795994946,0.09912351908307414,0.0034779073771372777,0.0034788663253711716,0.46817899643985245
TCGA-A8-A07W-01A-11W-A019-09,0.0009419089737011286,0.0009417300275636368,0.0009419354506134163,0.0009413697043086928,0.0009416586974255787,0.24810868527361835,0.7462410236471352,0.0009416882256338696
TCGA-AN-A0AM-01A-11W-A050-09,0.0014733783541997288,0.026239454259558058,0.06884526043564855,0.001473522880160668,0.2572890131350085,0.0014732662427360123,0.45695389443498774,0.18625221025770067
TCGA-AC-A5EI-01A-11D-A27P-09,0.004636421862499001,0.0046352985872699076,0.17096759107263057,0.004635696081091049,0.47875286406806966,0.004637152809389681,0.004639859033020517,0.3270951164860296
TCGA-LL-A7SZ-01A-32D-A351-09,0.0026086463229367976,0.40016676470243845,0.0026110076630155117,0.002607544701094563,0.0026095630475042445,0.15331867951203818,0.0026082872900646177,0.43346950676090773
TCGA-A8-A09Q-01A-11W-A019-09,0.029718485493792704,0.1397810692732565,0.0008024878979742101,0.000802951012762454,0.13296951793427644,0.0008026390269677716,0.41696118934945636,0.2781616600115137
TCGA-E2-A15E-06A-11D-A12B-09,0.0033807069271552873,0.0033821810389015436,0.0033866206866919935,0.003385677973371625,0.16280559214212073,0.4982625211554098,0.3220118046966307,0.003384895379718251
TCGA-B6-A0IJ-01A-11W-A050-09,0.0008763230888858388,0.0008760951934751644,0.07467941643880854,0.08819707451391866,0.0008756812770332769,0.0008755844649467452,0.832744296107842,0.0008755289150897483
TCGA-E2-A15E-01A-11D-A12B-09,0.0036799616594986825,0.0036810091069048394,0.0036853425481879593,0.0036854012062914098,0.00368398092437694,0.3542270904520372,0.46809284426804343,0.15926436983465955
TCGA-A8-A0A4-01A-11W-A019-09,0.005959520411071262,0.0059616053516983215,0.005959077277735909,0.15224893361467776,0.18702302598767756,0.005960786056748114,0.005963743139448085,0.630923308160943
TCGA-E2-A1LL-01A-11D-A142-09,0.0030527185020283332,0.11218075819754847,0.003051955156953851,0.003056246583976741,0.003054029952387885,0.0030545039290751615,0.7697047571445557,0.10284503053347387
TCGA-AN-A0FY-01A-11W-A050-09,0.002505596758847942,0.0025053101780181707,0.0025063273458788933,0.0025039568989375853,0.002505548639587757,0.0025057175229705937,0.3183867288306562,0.6665808138251028
TCGA-E2-A15J-01A-11D-A12Q-09,0.00544270042015656,0.005443501332237536,0.00544040155421571,0.005446308171431859,0.4885149008736702,0.005444846861741574,0.005445994103428286,0.4788213466831182
TCGA-D8-A1XG-01A-11D-A14G-09,0.006264482881001914,0.006255661847130577,0.006274644643887254,0.4758651923288047,0.006262974826986888,0.486551704449093,0.0062614855504004975,0.006263853472695188
TCGA-AR-A24L-01A-11D-A167-09,0.0029798592752504635,0.0029829394875211758,0.002981942355621551,0.002982207081260597,0.0029814852445898352,0.002981299974989227,0.9791287645433782,0.0029815020373890975
TCGA-OL-A66O-01A-11D-A31U-09,0.00545188785809099,0.005448518711766525,0.005443567338402214,0.20184459082404926,0.005445498023487139,0.005446223544560674,0.14487208131089868,0.6260476323887446
TCGA-B6-A0X0-01A-21D-A10Y-09,0.12158704836389529,0.20864941333038345,0.006604147253057615,0.40016025863265503,0.006591445927796607,0.006589628081780474,0.006593086281219853,0.24322497212921174
TCGA-E9-A244-01A-11D-A167-09,0.0013610676426255145,0.0013617182810951097,0.0013607403512716897,0.28097821052288435,0.0013613148722935225,0.0013612900036238575,0.5022885572548929,0.20992710107131307
TCGA-BH-A0EA-01A-11D-A10Y-09,0.004469800578548808,0.0044698375552339915,0.00447650071253525,0.004470205222713264,0.4285038885243988,0.0044737374553932155,0.004472677039615581,0.5446633529115611
TCGA-BH-A8FZ-01A-11D-A351-09,0.001898266409305609,0.16595111490107328,0.0018985571740620195,0.001897205570378931,0.0018972985870061767,0.001898347384560356,0.8226608942227759,0.0018983157508376176
TCGA-BH-A0AZ-01A-21D-A12Q-09,0.002195727016090164,0.3252497582612067,0.17500909495919414,0.2435289704348047,0.002197020433572029,0.0021973550654881976,0.2474244159246482,0.0021976579049956565
TCGA-AO-A1KT-01A-11D-A13L-09,0.0027204670702020177,0.0027213450681699398,0.0027230193504747483,0.002722124142474552,0.00272321290427685,0.2984501447790508,0.5972591040283606,0.0906805826569905
TCGA-EW-A1P4-01A-21D-A142-09,0.001957787908737993,0.0019566713729854877,0.0019555100009452262,0.0019559992176148094,0.0019566130972795124,0.081772542450602,0.9064879717540155,0.001956904197819384
TCGA-E2-A14R-01A-11D-A10Y-09,0.0011602698803828747,0.06395812437489697,0.0011596629287865079,0.0011597102598031085,0.15803924488699395,0.0011593624004623542,0.7722042464180421,0.0011593788506321047
TCGA-D8-A1JD-01A-11D-A13L-09,0.08939627699664693,0.0013324400807109605,0.09719561461905768,0.16757798688456343,0.0013323524923760672,0.0013324669177745452,0.6405006345839893,0.0013322274248810855
TCGA-B6-A409-01A-11D-A243-09,0.003382038741411989,0.0033849183185958123,0.1972733557168974,0.0033866669089320576,0.28955485886321236,0.0033852489881707366,0.0033855398383967877,0.49624737262438284
TCGA-A8-A06Y-01A-21W-A019-09,0.10583694499604666,0.004038756938339859,0.004042420936636638,0.15413961597603518,0.004040897867826435,0.004039600574043719,0.4911646023968359,0.23269716031423573
TCGA-E9-A248-01A-11D-A167-09,0.007364837117320097,0.007365250185312979,0.23917602987283718,0.007382616147338179,0.007373770183299153,0.007378006429926741,0.007373439111358668,0.716586050952607
TCGA-AN-A0FX-01A-11W-A050-09,0.0515957937073842,0.0014067991608894526,0.0014069047008164286,0.04136604937687882,0.001407266606030833,0.0014071889055328629,0.7724098278865121,0.12900016965595518
TCGA-B6-A0X1-01A-11D-A10G-09,0.07855634814902097,0.0017150820032027824,0.001715851905897531,0.0017147865405201658,0.001715704132007738,0.00171532957355476,0.911151484186603,0.001715413509192828
TCGA-A7-A0D9-01A-31W-A071-09,0.0056890749222906776,0.13500879191010898,0.15055972536415613,0.005691868448113925,0.5184730857015607,0.0056928486136680265,0.0056910378807640835,0.17319356715933745
TCGA-A2-A3Y0-01A-11D-A23C-09,0.000727862370912206,0.000728250794864153,0.000728158570687443,0.0007282208408296089,0.0007281331943353384,0.06473406628064304,0.93089726886641,0.0007280390813182753
TCGA-E2-A15K-01A-11D-A12Q-09,0.002983573209660718,0.002983618706668808,0.002979021762606703,0.18040320411168603,0.338132277162171,0.002982259578383693,0.002981561299444569,0.4665544841693786
TCGA-E9-A22E-01A-11D-A159-09,0.0010433132825772152,0.001043706686571226,0.15586431054052416,0.18386264218966406,0.0010435259072152133,0.0010433341338386825,0.6550556672937047,0.001043499965904707
TCGA-BH-A1EU-01A-11D-A135-09,0.006948901965129152,0.006953293567159673,0.006962182420881989,0.006956482947144927,0.7143282887087671,0.006955218798905967,0.006958879315115508,0.24393675227689587
TCGA-E2-A15H-01A-11D-A12B-09,0.004037987740447455,0.004039690966128495,0.004040204233568182,0.004042240041351456,0.0040413971837582685,0.40394194541605516,0.31391449015493544,0.2619420442637556
TCGA-3C-AALI-01A-11D-A41F-09,0.0002252180820077835,0.00022510717540128453,0.8695212980431901,0.03683118583293227,0.00022521139457043555,0.00022521954137095886,0.06267270805368115,0.030074051876846045
TCGA-C8-A130-01A-31D-A10Y-09,0.002721041587454979,0.002724568022482338,0.0773249861618146,0.00272149796904701,0.002722054279911375,0.0027233108451364964,0.3040955512696406,0.6049669898645125
TCGA-AC-A6NO-01A-12D-A33E-09,0.004472237949267192,0.004472481598698136,0.13214750744999726,0.004473458460566497,0.3464618927059173,0.22927160884118242,0.004471586989615816,0.27422922600475536
TCGA-AC-A8OS-01A-12D-A41F-09,0.002719408718407188,0.002725730604974861,0.16186351159782522,0.0027223882295625067,0.24619225335099323,0.0027225793559284258,0.40680779282988216,0.17424633531242645
TCGA-D8-A1J9-01A-11D-A13L-09,0.055079526442809036,0.0006110785821139539,0.8458624148005279,0.07614021581660167,0.020473837947750973,0.0006109151613945754,0.0006109580117967318,0.0006110532370050916
TCGA-C8-A8HR-01A-11D-A36J-09,0.00357493788054827,0.00357935017798431,0.0035774917917874485,0.003577448922473506,0.23383105629260612,0.0035775431844207836,0.5305599606102884,0.21772221113989107
TCGA-EW-A1PG-01A-11D-A142-09,0.011393425688057407,0.011380378325933657,0.011380705241379257,0.011387222682240445,0.2945268510122405,0.011378651391155589,0.011376887020968642,0.6371758786380245
TCGA-E2-A1B4-01A-11D-A12Q-09,0.0035789212451154207,0.22505260177950262,0.16762348350396902,0.15801032113721925,0.22159746780076175,0.003578442385958909,0.0035786564239299393,0.21698010572354312
TCGA-D8-A1JS-01A-11D-A13L-09,0.0054535400463560976,0.005441240069957976,0.005447603276503908,0.005443592970931256,0.5926231774735746,0.005442961924263357,0.005446239495160852,0.3747016447432519
TCGA-D8-A27T-01A-11D-A16D-09,0.005004729296514945,0.0050079307738439905,0.1582554487815549,0.19419721893135214,0.005010623414525399,0.005011349635470109,0.005010126265036255,0.6225025729017022
TCGA-D8-A3Z6-01A-11D-A23C-09,0.005698573801400622,0.005691759253529126,0.10306133484409369,0.005691676507377232,0.005692931953904724,0.005694294319788471,0.6536300282118924,0.21483940110801383
TCGA-A2-A1G1-01A-21D-A13L-09,0.004318261449285144,0.004317120930050165,0.004319321284278215,0.004320680451564869,0.004319357889766814,0.0043170447887107815,0.8066655119273721,0.16742270127897188
TCGA-OL-A66H-01A-11D-A29N-09,0.006950296204456753,0.006952948965327743,0.0069512788247357155,0.006955147310590426,0.4502824418885205,0.216462172034253,0.29848744314953013,0.006958271622585878
TCGA-D8-A1JI-01A-11D-A13L-09,0.003793807013538744,0.003793051415800055,0.0037912950688927796,0.003794980342044397,0.6555794237621517,0.003795194571898662,0.0037930718233339434,0.3216591760023396
TCGA-AN-A0FT-01A-11W-A050-09,0.0012164698649121538,0.001217095945537329,0.2862501438166041,0.0012157139236242025,0.266087859966177,0.0012158394324885118,0.001216011743876496,0.4415808653067802
TCGA-BH-A0AV-01A-31D-A10Y-09,0.0018711410372958006,0.058865756584387155,0.0018695850126990853,0.0018690135169324843,0.30513242140640595,0.0018699379932582778,0.6266524454934929,0.0018696989555284302
TCGA-A1-A0SM-01A-11D-A099-09,0.20827327174372484,0.0052213109426516,0.0052126825241621,0.005218754075586518,0.14950043413466135,0.005218853869621932,0.005218876713827383,0.6161358159957642
TCGA-BH-A1FM-01A-11D-A13L-09,0.002364051443180573,0.002361696262541648,0.30225758797011537,0.002363032333917016,0.30717924324193346,0.0023623751436045097,0.002363454681163408,0.37874855892354403
TCGA-BH-A1EX-01A-11D-A13L-09,0.006262682251953447,0.006260051414613523,0.006253581056664866,0.006262118005584468,0.006263903449587085,0.16354661278422,0.163546866446645,0.6416041845907317
TCGA-AR-A1AN-01A-11D-A12Q-09,0.004813332911892858,0.004814371858532377,0.09873774839913943,0.0048139134707568185,0.004818284239757938,0.00481805281049965,0.2669701106037411,0.6102141857056799
TCGA-C8-A12L-01A-11D-A10Y-09,0.0018141764239660806,0.0018149714100318495,0.0018139379439624243,0.089830219331933,0.0018152365298980961,0.001815113262974874,0.6758209858376383,0.2252753592595953
TCGA-B6-A0I9-01A-11W-A050-09,0.001763877074622781,0.0017636529389562755,0.0017641062093558273,0.001763808045725044,0.001764148206790202,0.00176359215817989,0.46111586169232394,0.5283009536740462
TCGA-UU-A93S-01A-21D-A41F-09,0.0008754190018584293,0.0008760359952836802,0.043931168872558594,0.30116587751524876,0.07072156883117349,0.13890772325087386,0.4426464614216319,0.0008757451113714168
TCGA-BH-A6R9-01A-21D-A32I-09,0.19817876616313215,0.012520948338406616,0.012514071775899317,0.012513715617384239,0.012523926907655176,0.012512599522963824,0.7267229982984222,0.012512973376136466
TCGA-AO-A0JG-01A-31D-A099-09,0.007817513339853963,0.007820747854168978,0.007821593945228673,0.37153281766726676,0.5815341278861296,0.00782439163382704,0.007830467778405799,0.007818339895119191
TCGA-B6-A0RP-01A-21D-A099-09,0.005005745560660694,0.005006672474313598,0.0050030808499569425,0.005010962479825071,0.37049990098322005,0.005009089310163649,0.20507853428767522,0.3993860140541848
TCGA-GM-A2DH-01A-11D-A17W-09,0.0007037734369006415,0.0007034507481808509,0.4082608011726461,0.08777755183806138,0.0007035156261672243,0.0007034462069427672,0.5004439350398759,0.0007035259312250536
TCGA-A8-A07P-01A-11W-A019-09,0.07145843278639553,0.002454355157785786,0.0024550570294497726,0.0024564646861460603,0.4025154513592782,0.11847336483141864,0.0024551290273466778,0.3977317451221794
TCGA-A7-A13E-01A-11D-A12Q-09,0.00231819453369424,0.0023181935979992873,0.0023196580547753236,0.002320543156633204,0.2184513998830088,0.03776378108516128,0.1620137575890163,0.5724944720997116
TCGA-AO-A12F-01A-11D-A10Y-09,0.13952397989831197,0.0035766085486843165,0.0035728693656086777,0.0035782119529904084,0.003578505611819805,0.2727944403912447,0.31437848309335564,0.2589969011379845
