,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
TCGA-D8-A27K-01A-11D-A16D-09,0.005001319016111986,0.005001509113325449,0.005001920977224651,0.005002100871527489,0.005001027565780257,0.005001759571762622,0.005001756207433918,0.9549849929846799,0.005002221861471921,0.0050013918306817725
TCGA-BH-A0BF-01A-21D-A12Q-09,0.0032265388658489986,0.0032267924350447034,0.0032267122404306937,0.13997056497686378,0.0032266811820034266,0.0032270033827500894,0.23737323728101553,0.0032268584885521753,0.4778506097613043,0.12544500138618636
TCGA-E2-A1IJ-01A-11D-A142-09,0.006668498729978162,0.006669553183007882,0.006667494385436464,0.006670629636632109,0.006667717845880027,0.006669035920578022,0.006668032081708866,0.006668591927789341,0.939981844263333,0.006668602025656139
TCGA-BH-A1F5-01A-12D-A13L-09,0.00312618678718028,0.003125902771008576,0.003125829545871653,0.0031262003840101626,0.095585661646729,0.003125987337300258,0.0031257364172566013,0.37107679837777563,0.0031259724111211604,0.5114557243217465
TCGA-BH-A0B5-01A-11D-A12Q-09,0.0016955311660674232,0.0016955563365399517,0.6282308781142405,0.055873554138058196,0.3040264492082456,0.0016959311245357243,0.001695487606647617,0.0016955939548662052,0.0016955556040319203,0.001695462746766651
TCGA-A2-A0YT-01A-11D-A10G-09,0.24577654580915814,0.0017245760556749545,0.0017248427784258091,0.0017244712003817535,0.001724843028994548,0.0017246276937059092,0.0017247575760304874,0.3821227688607396,0.0017246232715548138,0.3600279437253339
TCGA-A8-A083-01A-21W-A019-09,0.003334794003834386,0.003334171325918795,0.003334018822560597,0.0033340037930867897,0.18756709941202604,0.0033345816944955653,0.0033341605744885367,0.0033343712619166572,0.003334281758491524,0.7857585173531811
TCGA-BH-A0B4-01A-11W-A019-09,0.0014711490782530344,0.30624333287960037,0.0014710765362806527,0.16711984287851414,0.0014710893229135675,0.0014710868433433103,0.11069182013900866,0.001471027710396708,0.0014710459965575416,0.4071185286151319
TCGA-EW-A1P8-01A-11D-A142-09,0.0028581651866811985,0.0028577409594446723,0.0028579560502025887,0.07543339263110249,0.0028579901147876086,0.0028580589124527576,0.0028579820868709195,0.5168921778400427,0.0028579796588014015,0.3876685565596137
TCGA-BH-A0GZ-01A-11W-A071-09,0.0031255389200750957,0.3333038795500367,0.003125801736874871,0.25235396094539114,0.0031261107828419654,0.0031255234601238113,0.3924612411352202,0.003126048538695372,0.003125830403839985,0.003126064526900815
TCGA-A2-A0CV-01A-31D-A10Y-09,0.004547481646911304,0.09863949908133185,0.004547619993459379,0.004546372464596233,0.004546676811861645,0.3416822459154153,0.004547448080941651,0.5278488568034787,0.004547007039709619,0.004546792162294163
TCGA-C8-A12Q-01A-11D-A10Y-09,0.06766926905567495,0.19039897026221106,0.5973700972696009,0.0008852787965371715,0.0646564237573306,0.07547907624203187,0.0008852300321496478,0.0008852355883005963,0.0008852110722719799,0.0008852079238913025
TCGA-AR-A1AL-01A-21D-A12Q-09,0.0037041003246585866,0.031338001683458544,0.11823035141545275,0.0037047325995274616,0.003704793973311471,0.06288992397620759,0.0037048287049479996,0.7653136731689231,0.003704723557223221,0.003704870596289085
TCGA-BH-A1F6-01A-11D-A13L-09,0.0026321563810793192,0.0026321306542980644,0.002632423296888207,0.10155799569353942,0.0026323651214882663,0.0026324505104127877,0.0026324144560017594,0.34242575559887034,0.002632359679092974,0.5375899486083288
TCGA-AO-A12H-01A-11D-A10Y-09,0.004547131311954637,0.004546570755845572,0.004546562264508091,0.0045467194278905184,0.00454724908234531,0.004546235475008262,0.004546574497266043,0.7368820666185557,0.22674385526726634,0.004547035299359445
TCGA-B6-A0WY-01A-11D-A10G-09,0.004167834154539305,0.1846946502132669,0.004167417679932616,0.0041682902994895545,0.37254935972019876,0.004168395099641799,0.004167789820322999,0.004168172555420671,0.00416777980967697,0.4135803106475105
TCGA-AN-A0XP-01A-11D-A117-09,0.0034497996547691854,0.0034490799440284104,0.003449356664326914,0.0034490248746437517,0.0034494311396604618,0.377218336908677,0.5951866666347143,0.003449438364856935,0.003449395699070362,0.0034494701152526243
TCGA-E9-A1NC-01A-12W-A16L-09,0.0014290180674863815,0.24645812379446094,0.0014290340808984698,0.0014290195177808357,0.0014289931009046138,0.07934548303214077,0.11133281924371695,0.0014290125493518291,0.0014289739770207374,0.5542895226362384
TCGA-LL-A740-01A-21D-A32I-09,0.0020842190458292055,0.002083966504546179,0.0020839244595004516,0.002084081125085722,0.24969622065971986,0.09179589696101897,0.0020839182373602735,0.38493736890442043,0.002083835072987495,0.26106656902953146
TCGA-E2-A15S-01A-11D-A10Y-09,0.0018184968152979138,0.13828472076424983,0.0018187138420806322,0.0018186988058270692,0.12342720834685784,0.11397575719044716,0.001818688129178559,0.0018186358403189614,0.001818771736374816,0.6134003085293671
TCGA-AN-A046-01A-21W-A050-09,0.9998490012339866,1.6777989615984773e-05,1.6776368102002838e-05,1.6778021284428627e-05,1.677786200928832e-05,1.6778057287066984e-05,1.67769614657899e-05,1.6777851776200952e-05,1.6777938099774154e-05,1.6777716372860848e-05
TCGA-EW-A6SB-01A-12D-A32I-09,0.0016952611408599274,0.001695425743660467,0.0016955475929936177,0.0016954438211423254,0.0016954720897579632,0.13414789529587154,0.08224086410516462,0.26009156317037524,0.30555597521741956,0.2094865518227547
TCGA-E9-A1R5-01A-11D-A14K-09,0.002223176126434593,0.09923799484419366,0.0022230262573624767,0.0022228701690923426,0.002222942031547331,0.0022227120970421286,0.15812464982876148,0.7270769199672936,0.0022227893206926324,0.002222919357579923
TCGA-Z7-A8R5-01A-42D-A41F-09,0.0043484688425575934,0.004348585038699328,0.00434861694956329,0.004349045220233615,0.00434906426269214,0.00434911822739949,0.00434860622983759,0.960861058717851,0.00434893882667847,0.004348497684487429
TCGA-BH-A1ES-01A-11D-A135-09,0.21233922183257,0.4653686609951103,0.004546860028284366,0.004546969372840983,0.004547060372883497,0.004547551293409604,0.29046251347547797,0.004546958192652252,0.004547240991008671,0.004546963445762397
TCGA-A8-A07U-01A-11W-A050-09,0.04334987144531107,0.20038043486569082,0.379758110756499,0.07220078379486031,0.001515603777987056,0.0015154405004688875,0.0015156181666107693,0.13679967083271458,0.001515536490140579,0.16144892936971672
TCGA-E2-A1B5-01A-21D-A12Q-09,0.002632649816050808,0.002632078581021862,0.23991804870627573,0.0026323933197885795,0.7390230170129747,0.0026326102083191138,0.002632327995625268,0.0026323775376501297,0.002632195568519032,0.002632301253774853
TCGA-C8-A9FZ-01A-11D-A41F-09,0.005263903208463035,0.005264558854383426,0.005265331612542439,0.005264406142101319,0.005265076519254054,0.005264386239349435,0.0052650983976831765,0.7266135246181697,0.005264884074204225,0.23126883033384904
TCGA-E2-A15A-06A-11D-A12B-09,0.0030312775839344,0.5617723664375747,0.003031687278538803,0.003031511334798293,0.0030311218879390095,0.0030312082856780165,0.003031494441626488,0.003031318143694312,0.41397677988734843,0.0030312347188676068
TCGA-B6-A0RG-01A-11W-A071-09,0.001695315645788931,0.001695448298615673,0.0016954414165018705,0.0016953891981665312,0.0016954097324139601,0.001695408647898842,0.23096647211393867,0.0016954336024934498,0.0016954971305219802,0.7554701842136601
TCGA-E2-A1B0-01A-11D-A12Q-09,0.0019612482543690905,0.001961302483160653,0.001961349276335656,0.0019613395302862952,0.3400402346689257,0.25352891576659453,0.12672813516674455,0.18426298238888317,0.0019614046194704874,0.08563308784522994
TCGA-AO-A12A-01A-21D-A10Y-09,0.0058830091137858555,0.005884308073871212,0.005884459771633158,0.00588520637011042,0.0058850446006291045,0.005883646039242245,0.00588368238366956,0.9470429223895621,0.005884090719513023,0.005883630537983288
TCGA-A2-A0D2-01A-21W-A050-09,0.001190761222264132,0.0011908160383811235,0.001190827913015454,0.1504322497824949,0.0011907856639916722,0.0011908935652556654,0.14714409343818008,0.0011908051216953598,0.0011907655702311773,0.6940880016844904
TCGA-AN-A04C-01A-21W-A050-09,0.0012991991070861754,0.0012991705812188357,0.0012990643014894993,0.10224921118585219,0.0012991026549382377,0.10024942792338355,0.08764645184764447,0.3312734059830555,0.37208585526651905,0.0012991111488125989
TCGA-A7-A0CG-01A-11W-A019-09,0.001961393622306671,0.0019614932559001174,0.0019614126818664644,0.00196126076829904,0.20245520106181933,0.001961415142081525,0.3195603846643421,0.4642546239893909,0.001961393319980422,0.0019614214940133754
TCGA-GM-A2DI-01A-31D-A18P-09,0.0015630700204896772,0.0015628214786758282,0.8580552045795802,0.0015632045888270539,0.12944145718232639,0.0015627913471536951,0.0015629214393817052,0.001562945419668552,0.001562837039700804,0.0015627469041960527
TCGA-C8-A12K-01A-21D-A10Y-09,0.0007300586678665172,0.0007301123143415878,0.22521235091902417,0.0007301682670459488,0.000730098905675117,0.0007301236901487875,0.07680037171314237,0.0007301238111016322,0.0007301157604563073,0.6928764759511975
TCGA-GM-A2D9-01A-11D-A18P-09,0.00019966021563149115,0.0001996490351296242,0.8187848800321159,0.00019966400081059777,0.1796178723629914,0.0001996597241532847,0.0001996601934716322,0.00019965245839297837,0.00019965377802411748,0.000199648199278981
TCGA-A7-A26J-01B-02D-A272-09,0.005264635993489975,0.9526174381408044,0.0052641114737440285,0.005265710256196689,0.005264818112664712,0.005264440621808248,0.0052642279422713744,0.005264666241394461,0.0052652756899087905,0.005264675527717363
TCGA-LL-A5YP-01A-21D-A28B-09,0.001333687453802438,0.2836202709698912,0.001333821050289244,0.12126543951383487,0.0013337973524535716,0.0013336981754523407,0.0013337569850331058,0.0013337029540910353,0.001333689747336761,0.5857781357978155
TCGA-A7-A26J-01A-11D-A272-09,0.00416753595353115,0.7593208788222781,0.0041681616799355385,0.004168395960127065,0.0041679395365490255,0.004167404926827818,0.004168313244711672,0.004167787827349488,0.20733568200105498,0.004167900047635258
TCGA-HN-A2NL-01A-11D-A18P-09,0.001316303276875956,0.3407702463352048,0.0013161263488092798,0.001316072993780478,0.0013161371103791973,0.11385293271146567,0.00131621739391816,0.0013162204791869697,0.001316225689564817,0.5361635176608145
TCGA-AR-A24O-01A-11D-A167-09,0.004767717409421248,0.0047641584078391115,0.004763732320284673,0.00476377022323,0.004762794727033781,0.004763464458666006,0.004763757033091422,0.957123680778754,0.004763292100104774,0.004763632541575023
TCGA-A7-A26E-01B-06D-A272-09,0.0027783117321461205,0.002778934436795475,0.0027782699924355785,0.0027783394922154332,0.9749934644589567,0.002778457286557075,0.0027783952338163442,0.0027786070607363307,0.002778652848476415,0.002778567457864699
TCGA-A8-A07W-01A-11W-A019-09,0.0007521276328966691,0.0007520884857328716,0.0007521482008821539,0.0007521493567953506,0.0007521295009985698,0.06966032954567389,0.04009127525559802,0.2872015815423635,0.0007521001157893874,0.5985340703632696
TCGA-AN-A0AM-01A-11W-A050-09,0.0011767673453918664,0.0011768186153364164,0.0011768635300939802,0.001176905691203395,0.21519110986861698,0.00117683275510777,0.0011768551725367452,0.20731484543541454,0.0011767861884960302,0.5692562153978022
TCGA-AC-A5EI-01A-11D-A27P-09,0.00370429708123351,0.0037046206144950595,0.003704841277642461,0.0037049918149767657,0.37431744302353687,0.0037047227885520966,0.003704999600926639,0.596044390783094,0.003704671399807466,0.003705021615735122
TCGA-LL-A7SZ-01A-32D-A351-09,0.002083975629952695,0.0020838720734456225,0.002083783313324446,0.00208395321987858,0.14999230253808987,0.40490664069546567,0.0020838937119275203,0.002084010805562038,0.43051358979444565,0.002083978217907972
TCGA-A8-A09Q-01A-11W-A019-09,0.0185832915756904,0.0006412072247765999,0.0006411980603567366,0.000641200049143338,0.0006412280290578378,0.0006412244945679174,0.0006412100830824679,0.03495185110295395,0.5323334194942646,0.4102841698861063
TCGA-E2-A15E-06A-11D-A12B-09,0.0027029557562046197,0.1337752327192521,0.0027034828581824185,0.0027034314224407513,0.0027034831137072416,0.34490691322952505,0.19233723100963027,0.3127604043817742,0.0027033658339821287,0.0027034996753014166
TCGA-B6-A0IJ-01A-11W-A050-09,0.0006996080044017673,0.000699517485704001,0.11289548327778154,0.0006994816858526137,0.000699513249272438,0.0006995160009283858,0.000699520520459555,0.0006995129621927429,0.0006995144031859976,0.881508332410221
TCGA-E2-A15E-01A-11D-A12B-09,0.0029416227390938712,0.11405355069403302,0.0029419306219250255,0.0029418285333564186,0.0029419836491574765,0.3409468113727521,0.26386090347487473,0.2634873948786396,0.002941968650034481,0.002942005386133017
TCGA-A8-A0A4-01A-11W-A019-09,0.004762958685333483,0.4396444387080251,0.00476255121043812,0.00476279564666823,0.004763212355376542,0.004762914634695014,0.004762763387373066,0.5222524347661422,0.0047629393914257415,0.004762991214522294
TCGA-E2-A1LL-01A-11D-A142-09,0.002439585128874429,0.002439690197599458,0.00243950178023909,0.002439703324228191,0.002439484646544889,0.002439687041217142,0.002439739664099297,0.25493407171850824,0.0024398243404676343,0.7255487121582216
TCGA-AN-A0FY-01A-11W-A050-09,0.0020006180289327507,0.002000426122139138,0.002000668893311233,0.11958046253252885,0.002000705554891353,0.002000723742080312,0.00200069292269264,0.8644145234884903,0.0020005811337154684,0.0020005975812180023
TCGA-E2-A15J-01A-11D-A12Q-09,0.00434860050689316,0.004349361462659577,0.004348745781005624,0.004349650364371263,0.004349136513486851,0.004349109520415494,0.004348764873008475,0.6240939756752719,0.004349113835708552,0.34111354146717915
TCGA-D8-A1XG-01A-11D-A14G-09,0.005001818231292383,0.31678217030177663,0.005001294006835177,0.005001471104676731,0.005001851577101536,0.005002652397098513,0.0050010710242664215,0.6432044033619234,0.005001363917325085,0.005001904077704137
TCGA-AR-A24L-01A-11D-A167-09,0.0023813733351950458,0.0023816452977203206,0.00238185130725433,0.0023819613245330694,0.0023817816747969895,0.002381614836865805,0.002381735771321193,0.0023817792578854644,0.0023817802579448343,0.9785644769364829
TCGA-OL-A66O-01A-11D-A31U-09,0.004349044607656311,0.004349407220506155,0.004348800905125138,0.004349266627338282,0.004348813423672144,0.004349553536183515,0.004349054688074924,0.800947212343429,0.004349032951951329,0.16425981369606332
TCGA-B6-A0X0-01A-21D-A10Y-09,0.09241939468356558,0.005265039926522915,0.005265579650524503,0.005264701948153333,0.005265643928082432,0.005264625691369013,0.005264922576492484,0.005264666833739673,0.8654607036667504,0.005264721094799748
TCGA-E9-A244-01A-11D-A167-09,0.0010872557133046522,0.0010873365987624005,0.0010872233325771228,0.001087316431265464,0.0010872723054012531,0.0010872847435515298,0.0010872169555862573,0.31222738197245553,0.0010872864395693148,0.6790744255075265
TCGA-BH-A0EA-01A-11D-A10Y-09,0.003572200885317848,0.0035722876877308093,0.003572848740156734,0.0035724733407992786,0.003572695316327013,0.003572421902013333,0.0035730664890420843,0.9678471338484775,0.003572502464123691,0.003572369326011702
TCGA-BH-A8FZ-01A-11D-A351-09,0.0015156348219992567,0.0015156105162928866,0.06350679751021926,0.0015154881284996239,0.0015156691243222284,0.0015156378412551764,0.0015156111908040967,0.001515646798714474,0.2225086206940852,0.7033752833738078
TCGA-BH-A0AZ-01A-21D-A12Q-09,0.0017548678048265212,0.001754977081847967,0.13845147558517798,0.0017548361398761635,0.0017549848023883405,0.001754891221576622,0.0017548548680010184,0.0017549641885543543,0.001754989874735724,0.8475091584330152
TCGA-AO-A1KT-01A-11D-A13L-09,0.0021742715315118404,0.1600887677059965,0.00217467201135359,0.0021745051782869076,0.0021747482127127456,0.2712660705603311,0.0021746274877469498,0.405006116614594,0.002174616612338237,0.15059160408512806
TCGA-EW-A1P4-01A-21D-A142-09,0.001563173299228236,0.0015629108885344468,0.001562922731144456,0.0015628741324657152,0.0015629136951920456,0.22836259255868752,0.0015630338557189095,0.0015630266275129142,0.0015630160350912168,0.7591335361764245
TCGA-E2-A14R-01A-11D-A10Y-09,0.0009262678364285954,0.0009261847429534899,0.000926266510586146,0.0009261741089615095,0.0009261995819789378,0.0009262206783472636,0.0009262303007696636,0.000926175713966793,0.19313806906185693,0.7994522114641507
TCGA-D8-A1JD-01A-11D-A13L-09,0.06924098383706513,0.13522719155055146,0.11125961781334881,0.001064231339616294,0.0010641851190325345,0.001064176434728177,0.001064135921816193,0.001064153254573311,0.0010641850327596648,0.6778871396965084
TCGA-B6-A409-01A-11D-A243-09,0.0027031629806755324,0.12643058287773312,0.18652596628599688,0.11491286703262421,0.0027034924642826193,0.002703597602558184,0.002703404130082433,0.26588385576007206,0.2927295696885335,0.002703501177441481
TCGA-A8-A06Y-01A-21W-A019-09,0.0032269906044161364,0.0032270432279775827,0.0032270220515143704,0.0032264233689108584,0.16178848647449665,0.003226849936470292,0.003226810775439387,0.0032267747097356496,0.5849994968393766,0.23062410201166253
TCGA-E9-A248-01A-11D-A167-09,0.005883938792014279,0.005884203721190708,0.1948343413894367,0.005885026791531573,0.005884396564305964,0.005884428157643986,0.005883945598795561,0.7580921300295789,0.005883760866922498,0.005883828088579719
TCGA-AN-A0FX-01A-11W-A050-09,0.001124012327770626,0.0011239428641755538,0.0011239459705999402,0.08927732797974841,0.00112395039899082,0.0011239095057529653,0.0011239300372281064,0.0011239439280033693,0.3832195909353847,0.5196354460523455
TCGA-B6-A0X1-01A-11D-A10G-09,0.0013704579031623473,0.001370225715389629,0.0013702195180133453,0.05998419267915397,0.0013702415756622534,0.0013703168313118311,0.3534623751457792,0.0013702674173844756,0.0013703244789287042,0.5769613787352144
TCGA-A7-A0D9-01A-31W-A071-09,0.004546216979260781,0.004546709536156322,0.004546954187108297,0.0045466060732124395,0.4363368433569937,0.14525087329506764,0.004547121696526312,0.004546804556338066,0.004546867499914574,0.38658500281942193
TCGA-A2-A3Y0-01A-11D-A23C-09,0.0005815221699821643,0.000581575637157144,0.0005815741077853211,0.0005815951428229677,0.0005815567111088128,0.08766653382063969,0.14071712535451103,0.000581567804772336,0.06115062594302982,0.7069763233081908
TCGA-E2-A15K-01A-11D-A12Q-09,0.0023819356152014366,0.2201652130308779,0.0023813420370299445,0.0023818322306444375,0.0023816437775785832,0.002381622689517686,0.0023814434561372213,0.7607815949026052,0.002381648225026468,0.002381724035381152
TCGA-E9-A22E-01A-11D-A159-09,0.0008335252946749068,0.0008336089551438928,0.0008336091115254938,0.0008335319967574405,0.0008335630979343467,0.0008335251818389457,0.3443254725403367,0.000833556283489364,0.0008335540999086429,0.6490060534383902
TCGA-BH-A1EU-01A-11D-A135-09,0.005556022027387978,0.7006964221078836,0.005559295512268242,0.005556649870480602,0.005557116697417278,0.25484414552089646,0.00555863906600965,0.005557446972389471,0.005556895038211114,0.005557367187055481
TCGA-E2-A15H-01A-11D-A12B-09,0.0032266311333155723,0.0514757781832827,0.003227728877474159,0.0032271308816977937,0.0032267366176806766,0.20204661337632157,0.0032272249601799172,0.723888630508796,0.0032266310872074927,0.003226894374044157
TCGA-3C-AALI-01A-11D-A41F-09,0.00017991422787499192,0.016940322603491743,0.7937040206985096,0.00017990526976686567,0.00017991028628236,0.00017990865864388097,0.1316543953097169,0.00017990993541994128,0.00017991210857446112,0.056621800901719276
TCGA-C8-A130-01A-31D-A10Y-09,0.0021744589254166493,0.0021744060910982785,0.002174552852501071,0.002174341660383607,0.0021745720258479952,0.0021747073504303767,0.26559566090010817,0.5166415941071901,0.20254124887246824,0.002174457214555277
TCGA-AC-A6NO-01A-12D-A33E-09,0.0035723792463166404,0.003572607125490513,0.003573137303378502,0.0035724967623417094,0.31427153046784573,0.17440605683756888,0.003572707300233453,0.48631415764135116,0.0035725379478328072,0.0035723893676405205
TCGA-AC-A8OS-01A-12D-A41F-09,0.002174116153901367,0.002174684227769488,0.2154443981481013,0.002174335797247847,0.0021745946830479916,0.11940654535417716,0.0021744952933887116,0.3623956992286175,0.0021746283221124782,0.2897065027916364
TCGA-D8-A1J9-01A-11D-A13L-09,0.07234388142944397,0.03473311531636609,0.807738021746632,0.0004879184491906433,0.00048795371034174973,0.00048795718295050746,0.0004879519313121092,0.0004879590928891702,0.0004879588485387129,0.08225728229233512
TCGA-C8-A8HR-01A-11D-A36J-09,0.002857762556925958,0.0028578475394302385,0.002858116952362473,0.002858102271130584,0.002858229053913503,0.0028580745624137353,0.0028579908650614837,0.34227449742243304,0.0028580133631354644,0.6348613654131934
