,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6
TCGA-D8-A27T-01A-11D-A16D-09,0.006701722861872951,0.5273029611399378,0.1580438992703396,0.006777174012072083,0.00675820400898948,0.2944160387067882
TCGA-D8-A3Z6-01A-11D-A23C-09,0.0077003493270698855,0.3377560207848022,0.10369696515665187,0.007654932848251113,0.5355034855682815,0.00768824631494354
TCGA-A2-A1G1-01A-21D-A13L-09,0.005803520938815163,0.4755588171001451,0.0058032057127584335,0.0058196752485091706,0.5012124922696567,0.005802288730115512
TCGA-OL-A66H-01A-11D-A29N-09,0.009309878952918035,0.00936791397286063,0.009326997373944835,0.009349022570163014,0.7508925303994219,0.21175365673069146
TCGA-D8-A1JI-01A-11D-A13L-09,0.005098981713874281,0.37354972026360095,0.005093398901105598,0.0051113785419969636,0.4186082236687134,0.19253829691070878
TCGA-AN-A0FT-01A-11W-A050-09,0.0016387549025006552,0.3360357895622554,0.2983434523928379,0.0016343726031158804,0.17627226851630562,0.1860753620229846
TCGA-BH-A0AV-01A-31D-A10Y-09,0.08175783770228301,0.002519665533350117,0.0025253591372778697,0.002515915864323755,0.90815840554401,0.0025228162187553673
TCGA-A1-A0SM-01A-11D-A099-09,0.22660404984251237,0.7453000312410357,0.006975511809477167,0.0070419622083624555,0.007027339979652287,0.007051104918959834
TCGA-BH-A1FM-01A-11D-A13L-09,0.003185320271325337,0.4615499204473892,0.28555166565810103,0.0031783882738661306,0.24334790790137062,0.0031867974479477066
TCGA-BH-A1EX-01A-11D-A13L-09,0.008430561891015008,0.5933769461880665,0.008363344193274532,0.008431944730508883,0.00844803977626344,0.3729491632208717
TCGA-AR-A1AN-01A-11D-A12Q-09,0.0064521931297119965,0.32060317523048715,0.17125636624178364,0.006467366399433165,0.09429123094950059,0.4009296680490834
TCGA-C8-A12L-01A-11D-A10Y-09,0.0024346412093456627,0.3141912912294964,0.002434834535164017,0.0024474016069036876,0.6760455510748854,0.0024462803442046824
TCGA-B6-A0I9-01A-11W-A050-09,0.0023726031336065907,0.611216383890391,0.0023798837884304986,0.0023702642144473344,0.37928239755024173,0.0023784674228828073
TCGA-UU-A93S-01A-21D-A41F-09,0.0011752625091687636,0.00117899634892781,0.07521084194189001,0.337400904236498,0.4280370427156952,0.15699695224782034
TCGA-BH-A6R9-01A-21D-A32I-09,0.20799306880733692,0.016804367022809515,0.016765110858405048,0.016784207690931953,0.724909674658738,0.016743570961778486
TCGA-AO-A0JG-01A-31D-A099-09,0.010463676061701021,0.010469316899867903,0.010469902340912779,0.22252213254119163,0.7355549965144915,0.010519975641835228
TCGA-B6-A0RP-01A-21D-A099-09,0.006712628270734098,0.5155315939032535,0.006691322276575528,0.0067490597084943,0.45756048778875996,0.006754908052182595
TCGA-GM-A2DH-01A-11D-A17W-09,0.0009486399820116334,0.046582267699737986,0.4566320630065067,0.11130524979913946,0.3835853327199529,0.0009464467926513951
TCGA-A8-A07P-01A-11W-A019-09,0.04680209674429531,0.4281675988944373,0.0033172483580926958,0.003311598085255146,0.23058248381648144,0.28781897410143814
TCGA-A7-A13E-01A-11D-A12Q-09,0.0031127961052455325,0.4335560411706428,0.003136499716928223,0.003130469023961163,0.24012341738479961,0.3169407765984228
TCGA-AO-A12F-01A-11D-A10Y-09,0.14657261797517873,0.0048187955774585695,0.004774342293146974,0.004815597533871688,0.34063948216993434,0.4983791644504097
TCGA-C8-A275-01A-21D-A16D-09,0.001358305034903746,0.001360432868389126,0.8205381541213079,0.001359060537947655,0.17402305986246558,0.0013609875749860047
TCGA-A8-A07O-01A-11W-A019-09,0.003925327764673279,0.5800815443703826,0.31969528942442804,0.003904199923086661,0.00392269676524203,0.0884709417521874
TCGA-D8-A142-01A-11D-A10Y-09,0.0012963941152378921,0.3876951883030072,0.05966920518655328,0.001299399203353996,0.5487409315652445,0.001298881626603122
TCGA-E2-A1LA-01A-11D-A142-09,0.0019148621190938641,0.001920631036295031,0.0019136361892103638,0.0019172385930670483,0.9904112011344652,0.0019224309278683745
TCGA-A2-A04P-01A-31D-A128-09,0.0012771179057690998,0.001279839004276575,0.03810814452463526,0.09874093592278486,0.8593137963950223,0.0012801662475120188
TCGA-A2-A0CS-01A-11D-A10Y-09,0.004656334519174001,0.5275831996922259,0.004664291614855369,0.1517097886519039,0.004682780016747588,0.30670360550509335
TCGA-D8-A1Y0-01A-11D-A14K-09,0.0025546941816556707,0.002561312111993393,0.0025627130656901776,0.13337827957662596,0.8563816510333938,0.002561350030640865
TCGA-BH-A0HI-01A-11D-A099-09,0.17038425743358548,0.5254777826480579,0.1603147467505711,0.006526400261988413,0.00649188577955468,0.13080492712624248
TCGA-BH-A0C7-01B-11D-A10Y-09,0.003445229456518711,0.6711234857302156,0.06776389553713574,0.003441286554154781,0.0034406487490723035,0.2507854539729028
TCGA-PL-A8LZ-01A-31D-A36J-09,0.00196477702436749,0.3329578334935937,0.09133449833674274,0.5167411781573555,0.05503812422429342,0.0019635887636471846
TCGA-BH-A0AY-01A-21W-A019-09,0.0034544439692566044,0.5528223484925187,0.15637322152032665,0.003434354204397578,0.28047296735967203,0.0034426644538284026
TCGA-E9-A1RB-01A-11D-A17G-09,0.0049386577400164795,0.004962845613898089,0.004932902032936676,0.26703194662192675,0.25170767804437677,0.46642596994684526
TCGA-B6-A0RS-01A-11D-A099-09,0.0011128693853931443,0.07282938044646121,0.0011100112289356477,0.04290799658794159,0.8809302293482262,0.0011095130030421554
TCGA-E9-A3X8-01A-31D-A22X-09,0.005404279005594392,0.7921891913475557,0.18610714850802332,0.0054335545791416836,0.00544753159423324,0.005418294965451574
TCGA-AC-A3QQ-01A-11D-A228-09,0.006258296942584344,0.6723811086186209,0.006197888270562098,0.006234515431151852,0.3026701110737439,0.0062580796633369415
TCGA-OL-A66J-01A-11D-A29N-09,0.0033233571743884033,0.2997960592625447,0.0876006874416245,0.0033145261218847683,0.1746265390623986,0.431338830937159
TCGA-AN-A0XS-01A-22D-A10G-09,0.006501301650343757,0.45772659361488927,0.10415201038097996,0.0064804332692738565,0.41863725297747634,0.006502408107036952
TCGA-AN-A0G0-01A-11W-A050-09,0.005250548358993791,0.7282694364393737,0.0053095218602944765,0.2506341043190904,0.005279599664231313,0.005256789358016471
TCGA-D8-A73U-01A-11D-A33E-09,0.0013002122816021821,0.0012970256740333645,0.8394887546172347,0.001296791378782548,0.0831843452905892,0.07343287075775817
TCGA-EW-A6SC-01A-12D-A32I-09,0.006994801506487616,0.007018661062309961,0.23660422927193656,0.2760034717973133,0.2761150574474244,0.19726377891452812
TCGA-BH-A0DV-01A-21D-A12Q-09,0.015202675792154256,0.01524949969997227,0.015455383623672887,0.015333753275340395,0.9235113675461577,0.015247320062702558
TCGA-AQ-A54O-01A-11D-A25Q-09,0.00767781464679286,0.9616131206556913,0.007729364829454198,0.007640821012933546,0.007676049441888738,0.007662829413239333
TCGA-A2-A0CU-01A-12W-A050-09,0.004308085672352011,0.378067106799515,0.004340268875503893,0.004317652931822288,0.6046450907652928,0.004321794955513833
TCGA-LD-A66U-01A-11D-A31U-09,0.007011827312762159,0.5919179962151805,0.006994050358213544,0.007034251904272085,0.3799979888959084,0.007043885313663345
TCGA-AR-A2LH-01A-31D-A18P-09,0.0029180656483733538,0.15073323777181538,0.752311314540996,0.0882109352848341,0.0029100957895692465,0.002916350964411946
TCGA-HN-A2OB-01A-21D-A27P-09,0.011997474743079915,0.012050456896318045,0.25535277862858924,0.01208042276483196,0.32268774855505244,0.3858311184121284
TCGA-AR-A1AO-01A-11D-A12Q-09,0.0021325000632979587,0.13544025858523814,0.1618082317771389,0.0021373524514651725,0.6963522213492274,0.0021294357736324505
TCGA-D8-A27L-01A-11D-A16D-09,0.003815504251087173,0.4962642491135077,0.4884178104190537,0.0038239773658010237,0.0038436898349089583,0.003834769015641295
TCGA-A8-A09M-01A-11W-A019-09,0.09668106177190448,0.06392302052058503,0.0012849816417583723,0.04992420926792924,0.786899946524901,0.001286780272921702
TCGA-BH-A0E1-01A-11W-A071-09,0.005269573022081857,0.19885976741779976,0.47598276121686484,0.005240678819109982,0.010119099601323055,0.3045281199228205
TCGA-D8-A1J8-01A-11D-A13L-09,0.014711599829372781,0.00022002083552517322,0.6333539910574618,0.00022032847627161288,0.06951822997904036,0.28197582982232844
TCGA-A8-A08R-01A-11W-A050-09,0.0006804427996316551,0.0006823634806201167,0.13040606365379684,0.1307589989494747,0.6977852581744314,0.03968687294204529
TCGA-BH-A1EV-01A-11D-A135-09,0.0017622484085592124,0.0017571561781452895,0.6319040388857932,0.0017589015158856866,0.19738617063383124,0.1654314843777854
TCGA-A8-A06T-01A-11W-A019-09,0.0062018234148712775,0.006245591777712271,0.14001221442788891,0.006234535328084254,0.4949807549063169,0.3463250801451265
