,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6
TCGA-A6-6652-01A-11D-1771-10,0.001952176952948628,0.0019547865536701397,0.6627838989291389,0.21020226977075246,0.001955349500484642,0.12115151829300531
TCGA-AA-3862-01A-01W-0995-10,0.12221185307352048,0.001737144005859508,0.7171391458238241,0.0971878128242371,0.0017329173122040344,0.059991126960354836
TCGA-CA-6716-01A-11D-1835-10,0.00105358425876097,0.0010541038992119669,0.7571557549459081,0.001051849015171645,0.0010540746024669053,0.2386306332784804
TCGA-G4-6586-01A-11D-1771-10,0.00015412846631605964,0.00015426883048196805,0.04404074120034285,0.006029766499932999,0.00015417085943103138,0.949466924143495
TCGA-AA-3939-01A-01W-0995-10,0.0014045728121299438,0.0014015608378779975,0.8712546838624837,0.05828337800772621,0.06625149080046408,0.0014043136793180835
TCGA-AZ-4313-01A-01D-1408-10,0.00014244399014153367,0.00014264355093334178,0.00014473672584371553,0.00014236505441117919,0.00014304037270566254,0.9992847703059646
TCGA-F4-6807-01A-11D-1835-10,0.0009686544788269272,0.04906124010254487,0.6606429241978092,0.18901863060611537,0.0009653982433688873,0.09934315237133493
TCGA-AA-3950-01A-02W-0995-10,0.00015246041959935164,0.02116226121932169,0.0001524082990052426,0.2112482428282837,0.0001523130383729612,0.767132314195417
TCGA-A6-6781-01B-06D-A270-10,0.0001569194059476196,0.00015699822379055235,0.03794895116286959,0.0001569573835294418,0.00015708950254027663,0.9614230843213225
TCGA-AA-3842-01A-01W-0995-10,0.001655245083253848,0.0016554254474616399,0.7865300059720257,0.0850146670429176,0.0016562830606547797,0.1234883733936864
TCGA-AA-3811-01A-01D-1981-10,0.013672192919856932,0.00011340003452151797,0.00011339548145099534,0.2799661759700245,0.000113389510285288,0.7060214460838607
TCGA-DM-A0XF-01A-11D-A152-10,0.050336995695002565,0.001274780822070956,0.6852123523871106,0.26062352171784436,0.001276976836261682,0.0012753725417096748
TCGA-AZ-6599-01A-11D-1771-10,0.0006363958886818072,0.0006372567943821197,0.4305423419203471,0.49696248507632956,0.07058504253804558,0.0006364777822136574
TCGA-F4-6809-01A-11D-1835-10,0.05252064987760196,0.001066108034842147,0.6943339542859001,0.24994933524303675,0.0010647895287447166,0.0010651630298743637
TCGA-F4-6703-01A-11D-1835-10,0.0004239866085205462,0.05161498217386394,0.04911239784885212,0.3047354016259495,0.00042361423018884504,0.5936896175126252
TCGA-AY-A8YK-01A-11D-A40P-10,0.0021093891262421068,0.0021108925529297125,0.4472246195779779,0.0021044253316345974,0.0021061817154965105,0.5443444916957192
TCGA-NH-A5IV-01A-42D-A36X-10,7.371339062699611e-05,7.380835312455593e-05,7.380118990822937e-05,0.11256281325166341,7.376352116369623e-05,0.887142100293513
TCGA-A6-2680-01A-01D-1408-10,0.0014053870364955248,0.0014047890196126171,0.7394441769608519,0.001405792016740292,0.0014054438095417808,0.2549344111567579
TCGA-G4-6307-01A-11D-1719-10,0.0021324708798334184,0.2279793105733618,0.7634838847387138,0.0021345441306708105,0.0021329763115342988,0.002136813365885976
TCGA-A6-4105-01A-02D-1771-10,0.0009615410039563836,0.0009623047462320853,0.7055969216952812,0.1367799237737765,0.0009615089214230168,0.15473779985933067
TCGA-AA-3511-01A-21D-1835-10,0.1602417502444521,0.0014632887649921736,0.7116724886078627,0.12369248218408044,0.0014666918455078092,0.001463298353104783
TCGA-AA-3870-01A-01W-0995-10,0.0013280545026087593,0.0013286693576705722,0.6638150445841791,0.001328947095504581,0.001327168448603319,0.33087211601143374
TCGA-AY-A71X-01A-12D-A36X-10,0.001933261058474108,0.0019372689365713324,0.6551965916200594,0.0019345509543328607,0.03231679008876699,0.3066815373417954
TCGA-A6-2678-01A-01D-1953-10,0.006519086724435488,0.006540143018768291,0.7826065941152707,0.006480671550233965,0.006528523838428221,0.1913249807528633
TCGA-AA-3510-01A-01D-1408-10,0.35886970071372915,0.0973283268420028,4.892389320678608e-05,4.8828057155618916e-05,0.5436554842016189,4.87362922867574e-05
TCGA-AA-A02O-01A-21W-A096-10,0.0010146111388748902,0.0010145820725628656,0.8385279955622807,0.0010142025792736534,0.041117600434434326,0.11731100821257366
TCGA-AA-A01D-01A-01W-A00E-09,0.0011799023090420606,0.08651582452181973,0.8743408139994688,0.03560577791250068,0.0011789834026415412,0.0011786978545269766
TCGA-A6-6782-01A-11D-1835-10,0.07416719740809687,0.0011239224817467116,0.7817056596193755,0.14075758115181017,0.0011229135921914516,0.0011227257467794495
TCGA-D5-6920-01A-11D-1924-10,0.0014638226117750371,0.0014643632743604027,0.7916377014214182,0.1067000839611901,0.001464775295952527,0.09726925343530382
TCGA-CM-6162-01A-11D-1650-10,0.00015448521545420452,0.00015471104745860367,0.002434620218469479,0.00015444148942416312,0.01978739841975157,0.9773143436094419
TCGA-AA-A022-01A-21W-A096-10,0.0001336204478007414,0.0006811788014737552,0.03386662000398244,0.030619500509168073,0.013501029425701309,0.9211980508118737
TCGA-CM-4751-01A-02D-1835-10,0.0017674679800282513,0.001767212569095412,0.5651095059687276,0.0017752624243651835,0.0017689391408175074,0.4278116119169661
TCGA-CM-5862-01A-01D-1650-10,0.03614734353657285,0.0018303855963682622,0.6792530915755796,0.0018283537483781518,0.0018308038998048968,0.2791100216432964
TCGA-AA-3693-01A-01W-0900-09,0.0010442744876735328,0.0010430077786697121,0.8000875656622605,0.19573641686503732,0.0010428162275590352,0.0010459189787998305
TCGA-AZ-4684-01A-01D-1408-10,0.002003995839636164,0.002002719523720869,0.885719811415049,0.10626367087398139,0.002001598195871185,0.002008204151741416
TCGA-QL-A97D-01A-12D-A40P-10,0.08281232115040645,0.000717576418439475,0.6973133039186187,0.217722396262357,0.0007167456376913642,0.0007176566124869721
TCGA-CM-5344-01A-21D-1719-10,0.002571128598678054,0.002565184148621699,0.6803739498683812,0.002552017821199171,0.0025580411670838746,0.30937967839603603
TCGA-A6-2681-01A-01D-1408-10,0.0010818782330595602,0.0010804499987320845,0.7241750157857777,0.0010798817585841044,0.04095538373783051,0.23162739048601616
TCGA-AA-A03J-01A-21W-A096-10,0.0016511170386976168,0.0016506377888015717,0.6834589735889922,0.0016511015985685791,0.12219991315970491,0.18938825682523508
TCGA-AA-A024-01A-02W-A00E-09,0.002101217942058615,0.0021049701593020397,0.7583431197146832,0.0021086616201549165,0.002105070770421201,0.23323695979338016
TCGA-A6-2677-01B-02D-A270-10,0.001265973973477137,0.0012661659427553253,0.6935021546463807,0.001267576486865504,0.06654724337152967,0.23615088557899178
TCGA-AA-3976-01A-01W-0995-10,0.001759095385184498,0.0017581844865239336,0.7341830313565262,0.0017557473040303226,0.08959179674159778,0.17095214472613748
TCGA-AZ-6601-01A-11D-1771-10,7.072784534920473e-05,7.078967932725842e-05,0.003740681106866525,7.074709881523496e-05,7.078937936422814e-05,0.9959762648902775
TCGA-AA-3506-01A-01D-2188-10,0.0009934825523921405,0.0009923855902895838,0.7039417035002334,0.000990238380987702,0.0011240713452724987,0.29195811863082455
TCGA-CM-4750-01A-01D-1408-10,0.001834335349756636,0.0018297525347517067,0.9908391202514237,0.001832667395513115,0.0018301913912530834,0.0018339330773017059
TCGA-AA-3662-01A-01D-1719-10,0.05763100505490426,0.0020064246366120076,0.8285092060577304,0.0020064636901621943,0.002006166224480627,0.10784073433611027
TCGA-G4-6588-01A-11D-1771-10,8.339907722362137e-05,0.008553685703246197,8.330272412524154e-05,0.2621947331222871,8.327124342746862e-05,0.7290016081296904
TCGA-AZ-6608-01A-11D-1835-10,0.0011166861090054895,0.0011134414329037217,0.575393247360618,0.4201496676378228,0.0011139074415863065,0.0011130500180634515
TCGA-AA-3967-01A-01W-1073-09,0.001073670551854591,0.0010752873535180868,0.8625270623154399,0.13317764291360057,0.0010730634358052334,0.0010732734297817712
TCGA-AA-3530-01A-01W-0995-10,0.0017403081999297237,0.0017410642202110914,0.7669513683319691,0.0017359159778834005,0.0017387485006160846,0.2260925947693906
TCGA-AD-6548-01A-11D-1835-10,0.0012942780552049201,0.0012955065940491767,0.8845292932943731,0.11028832323014799,0.0012960195363840887,0.0012965792898406824
TCGA-A6-2682-01A-01D-1408-10,0.0020754228931193805,0.002077020239713392,0.5636707244101933,0.13317796052056705,0.1430526968490119,0.15594617508739508
TCGA-G4-6314-01A-11D-1719-10,0.0011089123336446454,0.07172958062606273,0.7472868796529847,0.001108719626131536,0.0011098790158873522,0.1776560287452889
TCGA-AA-3688-01A-01W-0900-09,0.1362964075487619,0.002216977165111497,0.6726078444928373,0.18444358622545298,0.002217723772936423,0.002217460794899799
TCGA-AA-3952-01A-01W-0995-10,0.0018147364105389758,0.0018151594674482366,0.8515804004482485,0.14116786193612874,0.0018105404473952322,0.0018113012902402923
TCGA-A6-2677-01A-01D-A270-10,0.0011702375502332405,0.0011690856236203772,0.6861477418925332,0.0011693036275051555,0.06384218847380393,0.2465014428323041
TCGA-G4-6310-01A-11D-1719-10,0.0015203175934923308,0.0015224247355971141,0.7637198780371786,0.0015198724832924998,0.0015219099234639651,0.23019559722697547
TCGA-AA-3556-01A-01D-1953-10,0.008365445256851706,0.008382151271662329,0.4401057350216492,0.008406766257896228,0.008395887500452599,0.5263440146914881
TCGA-AA-3496-01A-21D-1835-10,0.0017183485233373816,0.0017220342932153744,0.7026027159191972,0.0017200026607264553,0.10498898115059224,0.1872479174529313
TCGA-DM-A285-01A-11D-A16V-10,0.10670609957320168,0.000996089171378699,0.728595493686327,0.1617080194576258,0.0009969990724809415,0.0009972990389857481
TCGA-AA-3672-01A-01W-0900-09,0.022588494655252648,0.00010110344714344972,0.00010108142938926686,0.23872369274384309,0.00010103488005061446,0.7383845928443209
TCGA-G4-6628-01A-11D-1835-10,8.676444070866764e-05,0.02578485496091472,8.671858821870786e-05,0.21669230900061548,8.663012330797656e-05,0.7572627228862345
TCGA-AA-3713-01A-21D-1719-10,0.00017923706836796345,0.010442763962582306,0.06950592816950944,0.15581574526159253,0.00017914730434933008,0.7638771782335984
TCGA-AA-A00Z-01A-01D-A17O-10,0.01405618500991929,0.013981423266788934,0.6154870826979804,0.014092848183092324,0.014051055540077247,0.3283314053021419
TCGA-AD-6888-01A-11D-1924-10,0.0015915439512362883,0.001586716042110349,0.5207408224642032,0.0015870008858054857,0.0015931114594626677,0.4729008051971821
TCGA-AA-3872-01A-01W-0995-10,0.0021619208219442305,0.002159900274188129,0.7022751896276241,0.16501194156364035,0.12623087660053692,0.002160171112066253
TCGA-AA-3655-01A-02D-1719-10,0.001912058374397418,0.0019118144990819099,0.5010044888121401,0.10729449080655847,0.001915168846572415,0.38596197866124965
TCGA-A6-5665-01B-03D-2298-08,0.01868140029496243,0.00010110062315248924,0.00010107380159219858,0.15212224889840353,0.00010108217687510734,0.8288930942050142
TCGA-A6-5665-01A-01D-1650-10,0.00010108943095217101,0.022601887649181054,0.00010098948959897672,0.1620002738406428,0.00010101283126905424,0.8150947467583559
TCGA-CM-5349-01A-21D-1719-10,0.0016060479394966562,0.001602612596492538,0.6415512076280074,0.0016043535011337371,0.08379765567809763,0.26983812265677193
TCGA-AA-A01S-01A-21W-A096-10,0.0026438738802172855,0.0026442165578650935,0.6440476077494738,0.0026369871022808074,0.002635873887083916,0.3453914408230791
TCGA-AA-3848-01A-01W-0900-09,0.001058758014940282,0.0010582507713513432,0.8013925441950706,0.06378505696655737,0.001060997922505843,0.13164439212957454
TCGA-CM-6675-01A-11D-1835-10,0.002127439947274835,0.002131023293868297,0.8456497221102809,0.0021345245668672776,0.0021266119814982343,0.14583067810021036
TCGA-D5-6537-01A-11D-1719-10,0.0014922744097273647,0.08573148752705166,0.7276264335038543,0.0014874103982374753,0.0014919291252874721,0.18217046503584167
TCGA-AA-3538-01A-01D-1953-10,0.010049363384319047,0.009901824935894856,0.6690446819697065,0.2911031317246833,0.009977362134676957,0.009923635850719485
TCGA-D5-6926-01A-11D-1924-10,0.0014900255877743755,0.0014875981845481104,0.8779664411925898,0.0014927092544127572,0.0014896192528842302,0.1160736065277909
TCGA-AA-3529-01A-02D-1953-10,0.007616005859166302,0.007629307854675287,0.9618234281634344,0.007630860450659045,0.0076407209801085075,0.007659676691956461
TCGA-A6-3810-01A-01D-A270-10,0.0009847933776778442,0.0009842062339203161,0.7657267454334467,0.09538262496025436,0.000985316675237721,0.13593631331946307
TCGA-G4-6299-01A-11D-1771-10,0.04340274804925426,0.0010280434691431702,0.7456049263967152,0.11883358678878464,0.001027666085044986,0.09010302921105777
TCGA-A6-3807-01A-01W-0995-10,0.0016043783980459936,0.0016033437675214456,0.7752502727297513,0.14630946546629775,0.07363152790211068,0.001601011736272787
TCGA-CM-5868-01A-01D-1650-10,0.08512087073082202,0.0016676980765221135,0.47796933826555404,0.13935027646628292,0.0016685794470708767,0.294223237013748
TCGA-A6-A567-01A-31D-A28G-10,0.0026388443656146982,0.0026379474788368077,0.8807415523088789,0.0026337384941104436,0.108708731665453,0.002639185687106183
TCGA-AA-3973-01A-01W-0995-10,0.002105228460517679,0.0021042870716862505,0.8768590933288238,0.11471365456412143,0.002112866361218911,0.002104870213632039
TCGA-CK-4951-01A-01D-1408-10,3.4738876069120695e-05,3.477700263541489e-05,0.25721461066954227,0.7281547535604722,0.013010485179348287,0.0015506347119328301
TCGA-CA-5254-01A-21D-1835-10,0.0008275867907013605,0.0008260973268323764,0.6993121879209919,0.0008270992428106204,0.0008273990769011035,0.2973796296417627
TCGA-AA-3492-01A-01D-1408-10,8.246882188254657e-05,8.241288162098562e-05,0.0370504146782784,0.17560273547075583,0.026965663378908038,0.7602163047685543
TCGA-AZ-6600-01A-11D-1771-10,0.0011781615961726154,0.05714810862642769,0.8612975758878942,0.0780195133955487,0.0011776206032447336,0.0011790198907120789
TCGA-AA-3845-01A-01D-1981-10,0.00017385166674919745,0.03860312503355384,0.06878459908510755,0.060896298227835925,0.00017384617119384837,0.8313682798155596
TCGA-DM-A28M-01A-12D-A16V-10,0.001790170731366887,0.0017923676845687329,0.7614361952622066,0.001790592406377566,0.0017937476637446732,0.2313969262517354
TCGA-A6-2674-01B-04D-A270-10,0.05767316447595785,0.0020079696365512896,0.8334380412455231,0.00200771979067788,0.0020064409477126366,0.10286666390357725
TCGA-AA-A01T-01A-21W-A096-10,0.001737761542114964,0.0017364999672125575,0.9313153896050717,0.06173586117795159,0.0017375058677642522,0.0017369818398850375
TCGA-AA-3519-01A-02D-1953-10,0.0062183424958297245,0.006244979856454931,0.5040689813079576,0.0062384501993124316,0.1332993094295613,0.34392993671088395
TCGA-G4-6315-01A-11D-1719-10,0.0387745492580619,0.0011020936363785871,0.838406586700867,0.11951260570000244,0.0011020841041328136,0.00110208060055742
TCGA-AA-3667-01A-01W-0900-09,0.0024819336958297354,0.0024721947624319267,0.6229277286890553,0.3671592316526762,0.0024808597148177933,0.0024780514851889253
TCGA-G4-6293-01A-11D-1719-10,0.001375560369376783,0.0013756707656603874,0.8080186012381823,0.18648637291441716,0.0013721440036846945,0.0013716507086787455
TCGA-G4-6323-01A-11D-1719-10,0.0019140660600332033,0.0019138864057836023,0.6184005724024751,0.02879833952656663,0.0019122706411671439,0.3470608649639742
TCGA-AA-3877-01A-01W-0995-10,0.0001513754362644191,0.0001515203782498828,0.13510857097453116,0.0001517483328968066,0.00015178344442442086,0.8642850014336334
TCGA-A6-6651-01A-21D-1835-10,0.0019123319482644374,0.0019092375155336052,0.8069575906394595,0.18539540245497213,0.0019088522609619644,0.0019165851808085168
TCGA-F4-6460-01A-11D-1771-10,0.0010745673673094366,0.08951311239287583,0.7467880297796721,0.1604764250220199,0.001073947690368302,0.0010739177477542962
TCGA-AD-5900-01A-11D-1650-10,0.00011531608689603786,0.00011532647944097908,0.00011538743236117713,0.08719421314994016,0.017146278618538152,0.8953134782328235
TCGA-AA-3851-01A-01W-0995-10,0.0018129668760709745,0.001807809684060015,0.7293565074812043,0.0018095815901757292,0.06735364490069674,0.19785948946779228
TCGA-D5-5540-01A-01D-1650-10,0.001402893850655063,0.0014050975974568528,0.9929722824969035,0.0014066831208216508,0.0014059496103674852,0.0014070933237955822
TCGA-CM-6161-01A-11D-1650-10,0.001684923235166278,0.0016867742739814118,0.831590302448008,0.16166478853159463,0.0016861902526080998,0.0016870212586414493
