,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
TCGA-A6-5657-01A-01D-1650-10,0.000793888824504196,0.0007939050234552841,0.0007939070780282389,0.0007936508446392289,0.0007938733615088543,0.0007938635639192016,0.9928552694867446,0.0007939022179707895,0.0007938352106697488,0.0007939043885599209
TCGA-A6-5664-01A-21D-1835-10,0.0019236070282719032,0.0019235309192905904,0.0019235598048304146,0.0019230770899724395,0.0019235447101195763,0.0019236557425600358,0.39412087912072546,0.3360252749129242,0.25638934057074214,0.001923530100563203
TCGA-D5-6928-01A-11D-1924-10,6.387578142984499e-05,0.0293068018117869,6.387425318380665e-05,6.38569657213727e-05,0.06339101490930382,0.44131273665405124,6.387524496424742e-05,0.4656062135676837,6.3874433466006e-05,6.387637840880579e-05
TCGA-AA-3532-01A-01D-1953-10,0.005264534901850826,0.005264646128173769,0.005264995683074616,0.005263158548445412,0.005264062356996399,0.3349314975364239,0.6229528677886566,0.005264636313000559,0.0052651509767149066,0.005264449766662974
TCGA-AD-6901-01A-11D-1924-10,0.00036912585604808625,0.0003691213696863937,0.06133960145116654,0.0003690037218848697,0.0003691142170965984,0.14932633474050946,0.7867503479708723,0.00036911241184565274,0.0003691153314660243,0.00036912292942414403
TCGA-A6-6137-01A-11D-1771-10,0.0008549508170006501,0.0008549400145309318,0.10653806241395003,0.0008547009246124681,0.08792870327553741,0.0008549678086022238,0.799548879628177,0.0008549726282863664,0.0008549280317740064,0.0008548944575290686
TCGA-AA-3673-01A-01W-0900-09,0.0013519628957915654,0.0013519099803180428,0.0013518221803155797,0.001351351480753808,0.0013517961483834932,0.0013517853765054964,0.7217575598120702,0.26742800792462657,0.001351861048315271,0.0013519431529198849
TCGA-AD-6889-01A-11D-1924-10,6.1032985257782445e-05,6.103238683277095e-05,6.103038052405757e-05,6.1012817763907397e-05,0.006668625834219975,0.6510951985992111,0.014410581324606273,0.3274594223521175,6.1030645287248755e-05,6.1032674179397985e-05
TCGA-AA-3854-01A-01W-0900-09,0.0006804688503310402,0.000680474644499378,0.0006804873743417938,0.0006802721719030636,0.0006804376941141377,0.2131714168269812,0.7813849948861747,0.0006804798633490077,0.0006804927093464726,0.0006804749789593295
TCGA-AA-3994-01A-01W-1073-09,0.06751639697357267,0.0005077626094075328,0.0005077388957768283,0.0005076142558041288,0.0005077274492748781,0.0005077573123641059,0.6058261698911221,0.3231033121647993,0.0005077513397439728,0.0005077691081343051
TCGA-CA-6717-01A-11D-1835-10,0.11947005490585548,0.05012859835483445,0.07164215582827797,1.021137639746457e-05,0.011650530058178172,0.012258248066417581,0.004955263254123994,1.0214409785135537e-05,0.693570325404981,0.036304398341148715
TCGA-AA-3966-01A-01D-1981-10,8.363616193440349e-05,8.363698133131816e-05,8.363675041152834e-05,8.361204833070215e-05,8.363448637793677e-05,0.7723042912869015,0.11560001260925543,0.09138418478093108,0.020209719271580412,8.363562294570863e-05
TCGA-AZ-4323-01A-21D-1835-10,0.002174518920888395,0.0021744943085935243,0.0021745261458621518,0.002173913361400815,0.11866790043881756,0.0021745248646949846,0.0021745953706665553,0.5599909612112699,0.30612004703793255,0.0021745183398733593
TCGA-SS-A7HO-01A-21D-A36X-10,0.0005782332219390673,0.0005782325599120462,0.0005781911044670028,0.000578034743652317,0.038823228676761586,0.0005782154166997906,0.8675981994668803,0.08953121937432923,0.0005782063686634009,0.0005782390666952155
TCGA-AA-3837-01A-01W-0900-09,0.0006758809309622926,0.0006758866986169846,0.06451048963137036,0.0006756757315749592,0.0006759106971589691,0.0006758580752777247,0.6146219701209099,0.316136624923273,0.0006758471238585351,0.0006758560669974058
TCGA-CK-6751-01A-11D-1835-10,0.0005557324012080745,0.04295186180578272,0.0005557139331993014,0.0005555555965133487,0.11194727973308048,0.0005557020467717398,0.5249681482755706,0.316798578481243,0.0005557090727235146,0.0005557186539071355
TCGA-D5-6536-01A-11D-1719-10,0.0010205945998393877,0.0010206502640867155,0.001020662097664772,0.001020408267179586,0.0010206648492010438,0.10139570743551865,0.793338343921393,0.098121688272895,0.001020621263746736,0.0010206590284750545
TCGA-A6-5661-01A-01D-1650-10,8.356655468641145e-05,0.007809310600573106,8.356559088534535e-05,8.354219647985536e-05,0.022480229509849722,0.3153300436520529,0.028280115788142737,0.615612226633138,8.356429957639115e-05,0.010153835174615603
TCGA-F4-6704-01A-11D-1835-10,0.0015388143991298218,0.001538868043845489,0.00153890273799644,0.0015384616974927037,0.001538956275668959,0.0015389558229633225,0.5516828215995548,0.3647529111677105,0.07279241305269626,0.001538895202941654
TCGA-AA-3855-01A-01W-0995-10,0.0006851303081163225,0.0006851239897086532,0.0006851241090201876,0.0006849315606757232,0.0006851954875085594,0.0006851344714606884,0.705156946250388,0.2089462672863217,0.08110101165764337,0.0006851348791566307
TCGA-CM-6166-01A-11D-1650-10,0.0011768724627984155,0.05905097807811468,0.001176829861381616,0.001176470673749848,0.0011768336931559837,0.0011767892938222542,0.6945423197162273,0.23816933183089167,0.0011767696101589716,0.0011768047796993052
TCGA-A6-5659-01A-01D-A270-10,0.00046963163136137456,0.09258343085275107,0.00046962780527048335,0.0004694836044163237,0.00046960612083478235,0.0004696146883751488,0.6427132206764988,0.261416146060522,0.00046961359616131716,0.00046962496380860826
TCGA-D5-6922-01A-11D-1924-10,0.0009261766236716112,0.0009261946033807106,0.0009262199197514414,0.0009259260022587704,0.0664759071186927,0.0009261593460901011,0.7075635625408693,0.21947753766328487,0.0009261797901611667,0.0009261363918392639
TCGA-AA-A01P-01A-21W-A096-10,0.00017926947265943266,0.00017926754875738807,0.04969768685060329,0.00017921148572506895,0.009629968730830472,0.6148708268319175,0.13617585846760683,0.1887293756161034,0.0001792675384829263,0.000179267457313608
TCGA-AA-3930-01A-01W-0995-10,0.00048092096788432013,0.00048091841541170416,0.00048091487524451774,0.00048076928571242684,0.24144021175874122,0.00048091895368410846,0.7547126089429549,0.0004808914404741331,0.00048093708591941125,0.00048090827397318013
TCGA-AA-3977-01A-01D-1981-10,0.7124161492448896,0.13242046455650505,0.08046549256911854,2.1528527325429184e-05,2.1534970348337378e-05,0.04051459655740538,2.1535059195531187e-05,0.01113961295349013,0.01572723247450854,0.007251853087213402
TCGA-AM-5820-01A-01D-1650-10,0.001493026897337133,0.06925887401979021,0.0014929767834076981,0.0014925374289642744,0.0014929644115328912,0.0014929412931777536,0.7066872731297896,0.21360351307855738,0.001492926581233909,0.0014929663762091674
TCGA-F4-6808-01A-11D-1835-10,0.0007196487596172161,0.0007196511175358622,0.0007196241853981676,0.0007194245294953392,0.0007195805133133082,0.0007196318041620637,0.778541832951396,0.21570134497711005,0.0007196140110842221,0.0007196471508877449
TCGA-A6-2675-01A-02D-1719-10,0.0009806468449085853,0.0009806698435387022,0.0009806709107244088,0.0009803922435431451,0.0009806365357887647,0.0009806924823504014,0.5985060141046792,0.3936490121495984,0.000980644439731314,0.0009806204451372155
